show_id,type,title,director,cast,country,date_added,release_year,duration,listed_in,description,year_added,month_added,day_added,is_movie,cleaned_description,rating_G,rating_PG,rating_PG-13,rating_TV-14,rating_TV-G,rating_TV-PG,rating_TV-Y,rating_TV-Y7,rating_TV-Y7-FV
s305,Movie,Toy Story of Terror!,Angus MacLane,"Tom Hanks, Tim Allen, Joan Cusack, Carl Weathers, Stephen Tobolowsky, Timothy Dalton",United States,2020-10-23,2013,22 min,"Animation, Comedy, Family",Join the Toy Story gang in a frighteningly fun animated adventure.,2020.0,10.0,23.0,1,join toy story gang frighteningly fun animated adventure,False,False,False,False,True,False,False,False,False
s306,Movie,Beverly Hills Chihuahua,Raja Gosnell,"Piper Perabo, Manolo Cardona, Jamie Curtis, Jose Yazpik, Maury Sterling, Jesus Ochoa","United States, Mexico",2020-10-16,2008,95 min,"Action-Adventure, Comedy, Family","Papi has to rescue his true love, Chloe, when she gets lost in Mexico.",2020.0,10.0,16.0,1,papi rescue true love chloe get lost mexico,False,True,False,False,False,False,False,False,False
s307,Movie,Clouds,Justin Baldoni,"Fin Argus, Sabrina Carpenter, Madison Iseman, Neve Campbell, Tom Scott, Lil Rel Howery",United States,2020-10-16,2020,122 min,"Biographical, Drama, Music",A young musician with months to live turns to music to make the most of the time he has left.,2020.0,10.0,16.0,1,young musician month live turn music make time left,False,False,True,False,False,False,False,False,False
s308,TV Show,Drain the Oceans,Unknown,Russell Boulter,"United Kingdom, Australia",2020-10-16,2017,3 Seasons,"Docuseries, Historical",Pull the plug on the ocean to reveal hidden secrets using groundbreaking technology.,2020.0,10.0,16.0,0,pull plug ocean reveal hidden secret using groundbreaking technology,False,False,False,False,False,True,False,False,False
s309,Movie,Lost on Everest,Renan Ozturk,Tate Donovan,United States,2020-10-16,2020,60 min,"Animals & Nature, Documentary, Survival",The quest to reveal what happened to the explorers who first set out to summit Mt. Everest.,2020.0,10.0,16.0,1,quest reveal happened explorer first set summit mt everest,False,False,False,True,False,False,False,False,False
s310,Movie,Marvel's Iron Man & Captain America: Heroes United,Leo Riley,"Adrian Pasdar, Roger Smith, Fred Tatasciore, David Kaye, Liam O'Brien, Clancy Brown",United States,2020-10-16,2014,72 min,"Action-Adventure, Animation, Science Fiction",Iron Man and Captain America battle the Red Skull and Taskmaster.,2020.0,10.0,16.0,1,iron man captain america battle red skull taskmaster,False,True,False,False,False,False,False,False,False
s311,TV Show,Meet The Chimps,Unknown,Jane Lynch,United States,2020-10-16,2020,1 Season,"Animals & Nature, Docuseries, Family","Meet the Chimps takes viewers inside the secret life of Chimp Haven, a unique wildlife sanctuary.",2020.0,10.0,16.0,0,meet chimp take viewer inside secret life chimp unique wildlife sanctuary,False,False,False,False,False,True,False,False,False
s312,TV Show,The Rocketeer,Unknown,"Kitana Turnbull, Billy Campbell, Kathy Najimy, Callan Farris, Frank Welker",United States,2020-10-16,2019,1 Season,"Action-Adventure, Animation, Kids",Kit becomes a rocket-pack wearing superhero!,2020.0,10.0,16.0,0,kit becomes wearing superhero,False,False,False,False,False,False,True,False,False
s313,Movie,Oil Spill of The Century,Unknown,Loïck Peyron,Unknown,2020-10-09,2019,45 min,"Documentary, Historical",Loïck Peyron investigates the 1978 Amoco Cadiz oil spill and its impact.,2020.0,10.0,9.0,1,loïck peyron investigates amoco cadiz oil spill impact,False,False,False,False,False,True,False,False,False
s314,Movie,The Chronicles Of Narnia: The Voyage of the Dawn Treader,Michael Apted,"Georgie Henley, Skandar Keynes, Ben Barnes, Will Poulter, Tilda Swinton","United States, United Kingdom",2020-10-09,2010,113 min,"Action-Adventure, Family, Fantasy",Three heroes sail with King Caspian to help Narnian lords banished by an evil usurper of the throne.,2020.0,10.0,9.0,1,three hero sail king caspian help narnian lord banished evil usurper throne,False,True,False,False,False,False,False,False,False
s315,TV Show,The Right Stuff,Unknown,"Jake McDorman, Patrick Adams, Colin O’Donoghue, Eloise Mumford, James Lafferty, Nora Zehetner",United States,2020-10-09,2020,1 Season,"Drama, Historical",The incredible story of the Mercury Seven astronauts and their extraordinary achievements.,2020.0,10.0,9.0,0,incredible story mercury seven astronaut extraordinary achievement,False,False,False,True,False,False,False,False,False
s316,Movie,Wild Portugal,Christian Baumeister,Bart Thomasson,Unknown,2020-10-09,2020,45 min,"Animals & Nature, Documentary, Family",Explore a rugged world where diverse species fight for survival.,2020.0,10.0,9.0,1,explore rugged world diverse specie fight survival,False,False,False,True,False,False,False,False,False
s317,Movie,X2,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden","Canada, United States",2020-10-09,2003,134 min,"Action-Adventure, Family, Science Fiction","X-Men newcomer, Night Crawler, joins Magneto to rescue their brethren and forestall a holocaust.",2020.0,10.0,9.0,1,newcomer night crawler join magneto rescue brother forestall holocaust,False,False,True,False,False,False,False,False,False
s318,Movie,Mr. Holland's Opus,Stephen Herek,"Richard Dreyfuss, Glenne Headly, Jay Thomas, W.H. Macy, Alicia Witt, Jean Kelly",United States,2020-10-02,1996,143 min,"Drama, Music",A musician finds his passion when he takes a “day job” as a music teacher.,2020.0,10.0,2.0,1,musician find passion take day job music teacher,False,True,False,False,False,False,False,False,False
s319,TV Show,Secrets Of The Zoo: Down Under,Unknown,Naomi Watts,Unknown,2020-10-02,2020,1 Season,"Animals & Nature, Docuseries, Family",This series is a behind-the-scenes look at one of the world’s most famous zoos.,2020.0,10.0,2.0,0,series look one world famous zoo,False,False,False,True,False,False,False,False,False
s320,TV Show,The Simpsons,Unknown,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Pamela Hayden",United States,2020-10-02,1989,31 Seasons,"Animation, Comedy","The world’s favorite nuclear family, in the award-winning, history-making series.",2020.0,10.0,2.0,0,world favorite nuclear family series,False,False,False,False,False,True,False,False,False
s321,Movie,Disneynature Oceans,"Jacques Perrin, Jacques Cluzaud","Pierce Brosnan, Lancelot Perrin","France, Switzerland, Spain, United States, United Arab Emirates",2020-09-25,2010,84 min,"Animals & Nature, Documentary, Family",Journey into the depths of a wonderland filled with beauty and power.,2020.0,9.0,25.0,1,journey depth wonderland filled beauty power,True,False,False,False,False,False,False,False,False
s322,Movie,Hidden Figures,Theodore Melfi,"Taraji Henson, Octavia Spencer, Janelle Monáe, Kevin Costner, Kirsten Dunst, Jim Parsons",United States,2020-09-25,2016,128 min,"Biographical, Drama, Family",A story about three women at NASA who helped launch John Glenn into orbit.,2020.0,9.0,25.0,1,story three woman nasa helped launch john glenn orbit,False,True,False,False,False,False,False,False,False
s323,TV Show,Magic of Disney's Animal Kingdom,Unknown,Josh Gad,United Kingdom,2020-09-25,2020,1 Season,"Animals & Nature, Docuseries, Family",Magic of Disney’s Animal Kingdom goes backstage at Walt Disney World Resort. Narrated by Josh Gad.,2020.0,9.0,25.0,0,magic disney animal kingdom go backstage walt disney world resort narrated josh gad,False,False,False,False,False,True,False,False,False
s324,Movie,Secret Society of Second-Born Royals,Unknown,"Peyton Lee, Niles Fitch, Isabella Blake-Thomas, Olivia Deeble, Skylar Astin, Elodie Yung",United States,2020-09-25,2020,99 min,"Action-Adventure, Coming of Age, Family","Sam, a rebellious royal, learns she is part of the Secret Society of Second-Born Royals.",2020.0,9.0,25.0,1,sam rebellious royal learns part secret society royal,False,False,False,False,False,True,False,False,False
s325,Movie,The Giant Robber Crab,Moritz Katz,Colin Solman,United States,2020-09-25,2019,44 min,"Animals & Nature, Documentary","As we follow the robber’s life cycle, we learn that crabs are much more than creepy crawlies.",2020.0,9.0,25.0,1,follow robber life cycle learn crab much creepy crawlies,False,False,False,False,False,True,False,False,False
s326,TV Show,Wild Central America,Unknown,Nigel Marven,Unknown,2020-09-25,2020,1 Season,"Action-Adventure, Animals & Nature, Docuseries",Presenter Nigel Marven discovers the colourful and varied wildlife and culture of Central America.,2020.0,9.0,25.0,0,presenter nigel marven discovers colourful varied wildlife culture central america,False,False,False,False,False,True,False,False,False
s327,TV Show,Ancient China from Above,Unknown,Dr. Allan Maca,United States,2020-09-18,2020,1 Season,"Docuseries, Historical",Archaeologist Allan Maca reveals the amazing wonders of Ancient China like never before.,2020.0,9.0,18.0,0,archaeologist allan maca reveals amazing wonder ancient china like never,False,False,False,True,False,False,False,False,False
s328,TV Show,Becoming,Unknown,Unknown,United States,2020-09-18,2020,1 Season,"Anthology, Docuseries, Family","Becoming chronicles the origin stories of world-class entertainers, musicians and athletes.",2020.0,9.0,18.0,0,becoming chronicle origin story entertainer musician athlete,False,False,False,False,False,True,False,False,False
s329,Movie,Bend It Like Beckham,Gurinder Chadha,"Parminder Nagra, Keira Knightley, Jonathan Rhys-Meyers, Anupam Kher, Archie Panjabi, Shaznay Lewis","United Kingdom, Germany, United States",2020-09-18,2003,112 min,"Buddy, Comedy, Coming of Age","Despite the wishes of their traditional families, two girls aim for careers in professional soccer.",2020.0,9.0,18.0,1,despite wish traditional family two girl aim career professional soccer,False,False,True,False,False,False,False,False,False
s330,TV Show,Coop & Cami Ask The World,Unknown,"Ruby Turner, Dakota Lotus, Olivia Sanabia, Albert Tsai, Paxton Booth, Rebecca Metz",United States,2020-09-18,2018,2 Seasons,"Comedy, Family, Kids","Cooper and Cami Wrather co-host ""Would You Wrather.""",2020.0,9.0,18.0,0,cooper cami wrather would wrather,False,False,False,False,True,False,False,False,False
s331,TV Show,Europe from Above,Unknown,Julian Barratt,United Kingdom,2020-09-18,2019,1 Season,"Docuseries, Reality",Europe from Above takes to the air over Europe’s finest cultural and geographical landmarks.,2020.0,9.0,18.0,0,europe take air europe finest cultural geographical landmark,False,False,False,False,True,False,False,False,False
s332,Movie,Ever After: A Cinderella Story,Andy Tennant,"Drew Barrymore, Anjelica Huston, Dougray Scott, Patrick Godfrey, Megan Dodds, Melanie Lynskey",United States,2020-09-18,1998,122 min,"Drama, Romance",A young woman falls in love with a prince while pretending to be a princess.,2020.0,9.0,18.0,1,young woman fall love prince pretending princess,False,False,True,False,False,False,False,False,False
s333,TV Show,Kingdom of the Mummies,Unknown,Kerry Shale,United States,2020-09-18,2020,1 Season,"Docuseries, Historical, Reality",A team of archaeologists uncover the first Egyptian funeral parlor ever found.,2020.0,9.0,18.0,0,team archaeologist uncover first egyptian funeral parlor ever found,False,False,False,True,False,False,False,False,False
s334,Movie,Morning Light,Mark Monroe,Patrick Warburton,United States,2020-09-18,2008,99 min,"Documentary, Sports","Fifteen rookie sailors race to be part of the ""Morning Light"" crew.",2020.0,9.0,18.0,1,fifteen rookie sailor race part morning light crew,False,True,False,False,False,False,False,False,False
s335,Movie,Notre Dame: Race Against The Inferno,"Fabrice Gardel, Simon Kessler, Josselin Mahot",Paul Bandey,"United Kingdom, France",2020-09-18,2019,45 min,Documentary,"On April 15, 2019, Paris’ firefighters gave everything to save the Notre Dame cathedral.",2020.0,9.0,18.0,1,april paris firefighter gave everything save notre dame cathedral,False,False,False,False,False,True,False,False,False
s336,TV Show,Once Upon a Time,Unknown,"Ginnifer Goodwin, Jennifer Morrison, Robert Carlyle, Lana Parrilla, Jared Gilmore, Josh Dallas",United States,2020-09-18,2011,7 Seasons,"Action-Adventure, Fantasy, Soap Opera / Melodrama",Fairy tale characters inhabit a land of good and evil.,2020.0,9.0,18.0,0,fairy tale character inhabit land good evil,False,False,False,False,False,True,False,False,False
s337,TV Show,Soy Luna,Unknown,"Karol Sevilla, Ruggero Pasquarelli, Valentina Zenere, Lucila Gandolfo, Michael Ronda, Carolina Kopelioff","Argentina, Mexico",2020-09-18,2015,3 Seasons,"Comedy, Coming of Age, Drama",Luna will learn that love transcends distance.,2020.0,9.0,18.0,0,luna learn love transcends distance,False,False,False,False,True,False,False,False,False
s338,TV Show,Violetta,Unknown,"Diego Ramos, Martina Stoessel, Pablo Espinosa, Jorge Blanco, Mercedes Lambre, Nicolás Garnier",Argentina,2020-09-18,2011,3 Seasons,"Coming of Age, Drama, Music",Violetta is a talented teen following her dream.,2020.0,9.0,18.0,0,violetta talented teen following dream,False,False,False,False,True,False,False,False,False
s339,Movie,Christopher Robin,Marc Forster,"Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss, Oliver Davies, Ronke Adekoluejo","United Kingdom, United States",2020-09-11,2018,109 min,"Drama, Family, Fantasy",Pooh leaves the Hundred Acre Wood to help grown-up Christopher Robin.,2020.0,9.0,11.0,1,pooh leaf hundred acre wood help christopher robin,False,True,False,False,False,False,False,False,False
s340,Movie,D2: The Mighty Ducks,Sam Weisman,"Emilio Estevez, Michael Tucker, Jan Rubeš, Kathryn Erbe, Joshua Jackson, Elden Ratliff",United States,2020-09-04,1994,107 min,"Comedy, Drama, Family",The Mighty Ducks face the meanest team on ice at the Junior Goodwill Games.,2020.0,9.0,4.0,1,mighty duck face meanest team ice junior goodwill game,False,True,False,False,False,False,False,False,False
s341,Movie,D3: The Mighty Ducks,Robert Lieberman,"Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling, Joshua Jackson, Elden Ratliff",United States,2020-09-04,1996,104 min,"Comedy, Coming of Age, Drama",The Mighty Ducks inherit a new coach and a new set of problems.,2020.0,9.0,4.0,1,mighty duck inherit new coach new set problem,False,True,False,False,False,False,False,False,False
s342,TV Show,Earth to Ned,Unknown,Unknown,United States,2020-09-04,2020,1 Season,"Comedy, Parody, Science Fiction","From the Jim Henson Company, alien commander Ned hosts a late-night talk show with celebrity guests.",2020.0,9.0,4.0,0,jim henson company alien commander ned host talk show celebrity guest,False,False,False,False,False,True,False,False,False
s343,Movie,Trick or Treat,Jack Hannah,Unknown,United States,2020-09-04,1952,9 min,"Animation, Family, Fantasy","Donald plays a trick on his nephews, but a witch helps them out. See details for advisory.",2020.0,9.0,4.0,1,donald play trick nephew witch help see detail advisory,False,False,False,False,True,False,False,False,False
